date,df,keyword
20181231,2377,송파공영차고지_이전문제
20181231,2377,헌릉로_선형개선
20181231,2347,개선_공사
20181231,2346,위례_주민
20181231,2342,지하차도_건설
20181231,2342,차고지_지하
20181231,1954,구차고지_자리
20181231,938,3기_신도시
20181231,622,전용주차구역_불법주차
20181231,510,수도권_동북부
20190107,4503,서울시_주차계획
20190107,4403,사전_조치
20190107,4402,감사_청구
20190107,4401,2019년도_12월
20190107,4401,감사청구_요청
20190107,4401,시내버스_423대
20190107,4401,헌릉로_공사
20190107,4385,서울시_공무원
20190107,4376,정상_작동
20190107,4375,불가_사유
20190114,4343,버스운행구간_자율구역
20190114,4341,마을버스_노선
20190114,4341,서울시_구역
20190114,4341,서울시_버스총량제
20190114,4248,경기도_버스
20190114,4148,21번_노선
20190114,666,2019년_1월
20190114,590,3기_신도시
20190114,566,시청사_신축
20190114,497,전용주차구역_불법주차
20190121,5372,21번_노선
20190121,4833,버스운행구간_자율구역
20190121,4729,마을버스_노선
20190121,4696,경기도_버스
20190121,4529,서울시_구역
20190121,4529,서울시_버스총량제
20190121,4470,2.21번_노선
20190121,912,개선공사_착수
20190121,912,송파차고지_인수인계
20190121,912,증축비용_분담
20190131,3583,서울시_구역
20190131,3583,서울시_버스총량제
20190131,3581,마을버스_노선
20190131,3580,경기도_버스
20190131,3580,버스운행구간_자율구역
20190131,3564,21번_노선
20190131,639,2019년_1월
20190131,603,전용주차구역_불법주차
20190131,579,장애인_전용구역
20190131,340,위례_주민
20190207,2826,버스운행구간_자율구역
20190207,2802,마을버스_노선
20190207,2791,21번_노선
20190207,2765,버스_노선
20190207,2753,운행시간_단축
20190207,585,전용주차구역_불법주차
20190207,548,장애인_전용구역
20190207,343,3단지_안전문제
20190207,257,장애인_전용주차구역
20190207,243,교통법규_위반차량
20190214,3407,서울시_주차계획
20190214,3407,주민_피해
20190214,3397,공사_착수
20190214,3356,증축_비용분담
20190214,3345,전영부_주무관
20190214,1693,21번_노선
20190214,1693,마을버스_노선
20190214,1693,버스운행구간_자율구역
20190214,1685,버스_노선
20190214,1674,운행시간_단축
20190221,2975,장지_굴다리
20190221,2975,차선_확장
20190221,2975,차선_확장공사
20190221,2968,굴다리_경사
20190221,2968,업무_분장
20190221,2945,위례_초입
20190221,2864,초입_장지
20190221,1439,기본_계획
20190221,1439,민자적격성_심사
20190221,1439,분양_초기
20190228,598,장애인_전용구역
20190228,582,전용주차구역_불법주차
20190228,413,3단지_주출입구
20190228,413,호반3단지_입주민
20190228,395,감일지구_입주민
20190228,395,학습권_침해
20190228,390,교통_불편
20190228,386,B7블록_입주예정자
20190228,385,교통량_증가
20190228,385,국민권익위원회_주재
20190307,3152,2019년_상반기중
20190307,3152,도시기능_활성화
20190307,3152,부처간_쟁점사항
20190307,666,감일지구_방음터널
20190307,663,재난_발생
20190307,663,터널_내부
20190307,663,학습권_침해
20190307,662,30미터_이격
20190307,662,B7블록_입주예정자
20190307,662,감일_B7블록
20190314,2770,초입_장지
20190314,2692,굴다리_경사
20190314,2692,업무_분장
20190314,2692,위례_초입
20190314,2692,장지_굴다리
20190314,2692,차선_확장
20190314,2692,차선_확장공사
20190314,823,굴다리_확장
20190314,812,신도시_초입
20190314,722,2019년_3월
20190321,1802,개선_사업
20190321,1801,마무리_촉구
20190321,1798,개선_공사
20190321,1798,광역교통개선_대책
20190321,1798,장기간_정돈
20190321,1760,사업_추진
20190321,1745,주민_교통불편
20190321,662,은평광역자원순환센터_건립
20190321,660,2019년_3월
20190321,516,첨부파일촬영시간_안내
20190331,2992,시립도서관_분관
20190331,2691,근무_태만
20190331,2690,서울시_담장자
20190331,2690,선정_작업
20190331,1937,송파_문화부지내
20190331,1635,서울시_조직
20190331,582,장애인_전용구역
20190331,522,첨부파일촬영시간_안내
20190331,512,2019년_3월
20190331,478,전용주차구역_불법주차
20190407,1801,검토_요청
20190407,1613,복정역_2번
20190407,1613,복정역복합환승센터_설치
20190407,1613,임시_출입구
20190407,1612,조기_설치
20190407,1608,대책_촉구
20190407,1608,복정역_출구
20190407,1608,복합환승센터_설치
20190407,1608,불편_감안
20190407,1608,사업시행자_지위
20190414,2114,개선_사업
20190414,2113,마무리_촉구
20190414,2111,개선_공사
20190414,2111,광역교통개선_대책
20190414,2111,장기간_정돈
20190414,2090,사업_추진
20190414,2081,주민_교통불편
20190414,815,2019년_4월
20190414,613,첨부파일촬영시간_안내
20190414,557,장애인_전용구역
20190421,2983,불법_주정차
20190421,821,2019년_4월
20190421,748,서울_서초
20190421,747,A2블록_보금자리주택
20190421,746,네이밍_변경
20190421,726,2010년_12월
20190421,726,30일_모집
20190421,726,낙찰_방식
20190421,713,최저가_입찰
20190421,712,건설사_네이밍
20190430,4161,불법_주정차
20190430,683,장애인_전용구역
20190430,658,추가_설치
20190430,656,브랜드_가치
20190430,656,책임_시공
20190430,646,CM공법_광고
20190430,643,은계지구_S4
20190430,618,은평광역자원순환센터_건립
20190430,537,전용주차구역_불법주차
20190430,486,고양_향동지구
20190507,2901,시흥_은계지구
20190507,3553,불법_주정차
20190507,991,브랜드_가치
20190507,720,CM공법_광고
20190507,717,은계지구_S4
20190507,717,책임_시공
20190507,629,은계_S4
20190507,601,장애인_전용구역
20190507,406,전용주차구역_불법주차
20190507,404,입주자_입장
20190514,4403,시흥_은계지구
20190514,3697,불법_주정차
20190514,1353,브랜드_가치
20190514,910,CM공법_광고
20190514,904,책임_시공
20190514,903,은계지구_S4
20190514,898,은계_S4
20190514,785,방지_장치
20190514,527,장애인_전용구역
20190514,473,건축법_시행령
20190521,5898,3기_신도시
20190521,4751,시흥_은계지구
20190521,3821,경의선_향동역
20190521,3526,이재준_시장
20190521,3067,향동역_신설
20190521,2907,고양_향동지구
20190521,2778,진행_상황
20190521,2776,공유_요청
20190521,2775,고양선_향동지구
20190521,2775,예정_위치
20190531,9299,경의선_향동역
20190531,8854,착공_요청
20190531,8156,이재준_시장
20190531,5921,향동역_신설
20190531,5021,3기_신도시
20190531,4006,시흥_은계지구
20190531,3361,고양_향동지구
20190531,3180,향동지구_입주민
20190531,3175,고양시_향동지구
20190531,3010,공유_요청
20190607,12541,경의선_향동역
20190607,12119,착공_요청
20190607,9266,이재준_시장
20190607,7087,향동지구_입주민
20190607,6237,3기_신도시
20190607,5290,공유_요청
20190607,5289,진행_상황
20190607,5163,고양_향동지구
20190607,4222,시흥_은계지구
20190607,3981,교통_불편
20190614,7411,경의선_향동역
20190614,7362,착공_요청
20190614,6418,시흥_은계지구
20190614,5533,이재준_시장
20190614,5180,향동지구_입주민
20190614,4343,불법_주정차
20190614,2388,3기_신도시
20190614,2275,고양_향동지구
20190614,2024,교통_불편
20190614,2023,임시_향동역
20190621,5552,시흥_은계지구
20190621,4489,불법_주정차
20190621,1383,브랜드_가치
20190621,937,은계지구_S4
20190621,933,은계_S4
20190621,926,CM공법_광고
20190621,926,책임_시공
20190621,922,공사_진행
20190621,922,방지_장치
20190621,918,은계_S-
20190630,6220,시흥_은계지구
20190630,3432,불법_주정차
20190630,1558,브랜드_가치
20190630,1342,1차_책임자
20190630,1342,광장_청소
20190630,1342,불편사항_반영
20190630,1342,적극_주도
20190630,1342,책임회피_행태
20190630,1342,토목_건설
20190630,1342,특별_TF팀
20190707,6129,시흥_은계지구
20190707,3620,불법_주정차
20190707,1603,시경계_통행제한
20190707,1597,서울시_관내
20190707,1595,21번_노선
20190707,1595,21번_버스
20190707,1595,복정역_방향
20190707,1538,브랜드_가치
20190707,1414,기존경로_유지
20190707,1414,주52시간_근무
20190714,2055,시흥_은계지구
20190714,3230,불법_주정차
20190714,1716,시경계_통행제한
20190714,1697,서울시_관내
20190714,1696,21번_버스
20190714,1695,21번_노선
20190714,1695,기존경로_유지
20190714,1695,복정역_방향
20190714,1695,주52시간_근무
20190714,1029,브랜드_가치
20190721,8158,재시공_요청
20190721,8125,향동지구_준공지역
20190721,8113,재시공_조치
20190721,8112,향동지구_보도블럭
20190721,8037,보도블럭_시공
20190721,8018,불량_보도블럭
20190721,7463,경관조명_관련사항
20190721,7457,의견_반영
20190721,7456,향동지구_향동천
20190721,7455,경관조명_입주민
20190731,2373,재시공_요청
20190731,2352,향동지구_준공지역
20190731,2307,보도블럭_시공
20190731,2307,재시공_조치
20190731,2307,향동지구_보도블럭
20190731,2247,불량_보도블럭
20190731,1932,향동지구_주민
20190731,3281,불법_주정차
20190731,1646,시흥_은계지구
20190731,825,브랜드_가치
20190807,2433,시흥_은계지구
20190807,3807,불법_주정차
20190807,1107,위례_주민
20190807,1034,대중_교통
20190807,1030,강남역_방향
20190807,1030,동시_개통
20190807,1030,염곡_지하차도
20190807,1030,헌릉로_중앙
20190807,1030,헌릉로_차선
20190807,1029,브랜드_가치
20190814,3785,불법_주정차
20190814,2046,시흥_은계지구
20190814,819,브랜드_가치
20190814,819,책임_시공
20190814,537,장애인_전용구역
20190814,529,전용주차구역_불법주차
20190814,448,2019년_8월
20190814,415,건축법_시행령
20190814,411,CM공법_광고
20190814,411,구형_수전
20190821,3808,불법_주정차
20190821,2147,시흥_은계지구
20190821,1452,대한민국_신도시
20190821,1452,복정역행_마을버스
20190821,1081,위례_주민
20190821,951,퇴근길_피로
20190821,861,브랜드_가치
20190821,861,책임_시공
20190821,626,2019년_8월
20190821,561,장애인_전용구역
20190831,3527,시흥_은계지구
20190831,4119,불법_주정차
20190831,1323,은계지구_S4
20190831,883,브랜드_가치
20190831,882,S4_블록
20190831,882,책임_시공
20190831,877,생활_편의
20190831,724,조정_요청
20190831,714,21번_노선
20190831,714,서울시내버스_13개
20190907,3249,시흥_은계지구
20190907,4693,불법_주정차
20190907,1222,은계지구_S4
20190907,1122,국민_세금
20190907,1122,재발_방지
20190907,1121,서울시_버스정책
20190907,1121,신청_본문
20190907,1121,파악_촉구
20190907,1120,조직관리_반성
20190907,814,S4_블록
20190914,3231,시흥_은계지구
20190914,3870,불법_주정차
20190914,1206,은계지구_S4
20190914,811,브랜드_가치
20190914,811,책임_시공
20190914,806,S4_블록
20190914,804,생활_편의
20190914,674,장애인_전용구역
20190914,570,21번_노선
20190914,570,조정_요청
20190921,3193,시흥_은계지구
20190921,3221,불법_주정차
20190921,1193,은계지구_S4
20190921,798,브랜드_가치
20190921,798,생활_편의
20190921,798,책임_시공
20190921,797,S4_블록
20190921,664,장애인_전용구역
20190921,499,2019년_9월
20190921,454,전용주차구역_불법주차
20190930,3512,시흥_은계지구
20190930,4141,불법_주정차
20190930,1296,은계지구_S4
20190930,880,S4_블록
20190930,880,생활_편의
20190930,878,브랜드_가치
20190930,877,책임_시공
20190930,579,장애인_전용구역
20190930,466,2019년_9월
20190930,460,정부_정책
20191007,3332,시흥_은계지구
20191007,4055,불법_주정차
20191007,1238,은계지구_S4
20191007,866,철거_요청
20191007,841,개선_공사
20191007,841,구차고지_유휴
20191007,841,스마트시티_부지
20191007,841,위례_발전
20191007,841,위례스마트시티_부지
20191007,841,철거_동의
20191014,3189,시흥_은계지구
20191014,3753,불법_주정차
20191014,1173,은계지구_S4
20191014,1077,3개_지자체
20191014,947,2019년_10월
20191014,801,브랜드_가치
20191014,799,책임_시공
20191014,795,S4_블록
20191014,795,생활_편의
20191014,705,2017년_11월
20191021,3378,시흥_은계지구
20191021,4037,불법_주정차
20191021,1243,은계지구_S4
20191021,972,2019년_10월
20191021,849,브랜드_가치
20191021,848,책임_시공
20191021,845,생활_편의
20191021,843,주민_불편
20191021,842,S4_블록
20191021,761,3개_지자체
20191031,3035,시흥_은계지구
20191031,4144,불법_주정차
20191031,1135,은계지구_S4
20191031,760,S4_블록
20191031,759,생활_편의
20191031,758,브랜드_가치
20191031,758,책임_시공
20191031,477,은평광역자원순환센터_건립
20191031,467,장애인_전용구역
20191031,454,2019년_10월
20191107,3229,3기_신도시
20191107,3135,시흥_은계지구
20191107,3010,4차_대도시권
20191107,3008,4차_국가철도망
20191107,2375,추가_광역교통대책
20191107,4059,불법_주정차
20191107,2183,남양주_연장
20191107,2131,"지하철_6,9호"
20191107,1873,추가_철도
20191107,1525,지하철_6호
20191114,2948,시흥_은계지구
20191114,3694,불법_주정차
20191114,1100,은계지구_S4
20191114,781,2019년_11월
20191114,738,브랜드_가치
20191114,738,생활_편의
20191114,738,책임_시공
20191114,736,S4_블록
20191114,456,장애인_전용구역
20191114,404,정부_정책
20191121,2953,시흥_은계지구
20191121,4451,불법_주정차
20191121,1099,은계지구_S4
20191121,784,2019년_11월
20191121,739,브랜드_가치
20191121,739,책임_시공
20191121,735,S4_블록
20191121,734,생활_편의
20191121,554,장애인_전용구역
20191121,385,건축법_시행령
20191130,3036,시흥_은계지구
20191130,3621,불법_주정차
20191130,1140,은계지구_S4
20191130,759,S4_블록
20191130,758,브랜드_가치
20191130,758,생활_편의
20191130,758,책임_시공
20191130,557,2019년_11월
20191130,511,장애인_전용구역
20191130,430,전용주차구역_불법주차
20191207,3102,시흥_은계지구
20191207,4277,불법_주정차
20191207,1166,은계지구_S4
20191207,775,S4_블록
20191207,775,브랜드_가치
20191207,775,책임_시공
20191207,772,생활_편의
20191207,526,장애인_전용구역
20191207,404,전용주차구역_불법주차
20191207,395,피난_사다리
20191214,5172,불법_주정차
20191214,2596,시흥_은계지구
20191214,1060,연료전지발전소_건립
20191214,1060,진건지구_집1부지
20191214,967,은계지구_S4
20191214,956,인천시_동구
20191214,954,365일_24시간
20191214,954,발전사업_허가
20191214,954,연료전지발전소_건축허가
20191214,954,인천시_동구사례
20191221,4855,불법_주정차
20191221,2577,시흥_은계지구
20191221,964,은계지구_S4
20191221,648,브랜드_가치
20191221,648,책임_시공
20191221,643,생활_편의
20191221,642,S4_블록
20191221,509,장애인_전용구역
20191221,434,전용주차구역_불법주차
20191221,422,과태료부과_요청
